Scenario,Objective,GPG (GWh),Battery Capacity (GW),Generator Capacity (GW),Wind & Solar Curtailment (GWh),Unserved Energy (GWh),Unserved by Region (GWh)
5_5xVreTransitionZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Rooftop Solar: x2.0
NSW1-Solar: x5.0
NSW1-Wind: x5.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Rooftop Solar: x2.0
QLD1-Solar: x5.0
QLD1-Wind: x5.0
QLD1-Battery: x4.0
SA1-Rooftop Solar: x2.0
SA1-Solar: x5.0
SA1-Wind: x5.0
SA1-Battery: x4.0
TAS1-Battery: x4.0
TAS1-Wind: x5.0
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x2.0
VIC1-Solar: x5.0
VIC1-Wind: x5.0
VIC1-Battery: x4.0",3757.716,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 12751.0
Hydro: 12808.0
Rooftop Solar: 31550.39
Solar: 77385.0
Wind: 80040.0",151328.492,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
6.0_6xVreTransitionZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Rooftop Solar: x2.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Rooftop Solar: x2.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x4.0
SA1-Rooftop Solar: x2.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x4.0
TAS1-Battery: x4.0
TAS1-Wind: x6.0
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x2.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x4.0",2945.661,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 12751.0
Hydro: 12808.0
Rooftop Solar: 31550.39
Solar: 92862.0
Wind: 96048.0",206632.34,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
6.1_6xVreTransitionZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.9
NSW1-Rooftop Solar: x2.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.9
QLD1-Rooftop Solar: x2.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x4.0
SA1-Gas: x0.9
SA1-Rooftop Solar: x2.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x4.0
TAS1-Gas: x0.9
TAS1-Wind: x6.0
TAS1-Battery: x4.0
VIC1-Brown Coal: x0.0
VIC1-Gas: x0.9
VIC1-Rooftop Solar: x2.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x4.0",2786.857,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 11475.9
Hydro: 12808.0
Rooftop Solar: 31550.39
Solar: 92862.0
Wind: 96048.0",206497.27,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
6.2_6xVreTransitionZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.75
NSW1-Rooftop Solar: x2.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.75
QLD1-Rooftop Solar: x2.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x4.0
SA1-Gas: x0.75
SA1-Rooftop Solar: x2.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x4.0
TAS1-Gas: x0.75
TAS1-Wind: x6.0
TAS1-Battery: x4.0
VIC1-Brown Coal: x0.0
VIC1-Gas: x0.75
VIC1-Rooftop Solar: x2.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x4.0",2526.019,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 9563.25
Hydro: 12808.0
Rooftop Solar: 31550.39
Solar: 92862.0
Wind: 96048.0",206287.533,22.449,"NSW1: 9.368
QLD1: 0.678
SA1: 0.0
TAS1: 0.0
VIC1: 12.402"
6.3_6xVreTransitionZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.5
NSW1-Rooftop Solar: x2.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.5
QLD1-Rooftop Solar: x2.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x4.0
SA1-Gas: x0.5
SA1-Rooftop Solar: x2.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x4.0
TAS1-Gas: x0.5
TAS1-Wind: x6.0
TAS1-Battery: x4.0
VIC1-Brown Coal: x0.0
VIC1-Gas: x0.5
VIC1-Rooftop Solar: x2.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x4.0",2006.54,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 6375.5
Hydro: 12808.0
Rooftop Solar: 31550.39
Solar: 92862.0
Wind: 96048.0",205928.231,192.695,"NSW1: 55.814
QLD1: 31.105
SA1: 2.447
TAS1: 0.0
VIC1: 103.329"
7.0_6xVre4xRoofZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.5
NSW1-Rooftop Solar: x4.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x4.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.5
QLD1-Rooftop Solar: x4.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x4.0
SA1-Gas: x0.5
SA1-Rooftop Solar: x4.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x4.0
TAS1-Gas: x0.5
TAS1-Wind: x6.0
TAS1-Battery: x4.0
VIC1-Gas: x0.5
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x4.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x4.0",1958.706,48.404,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 6375.5
Hydro: 12808.0
Rooftop Solar: 62848.33
Solar: 92862.0
Wind: 96048.0",256914.567,179.953,"NSW1: 65.396
QLD1: 23.754
SA1: 2.914
TAS1: 0.0
VIC1: 87.89"
8.0_6xVre&BatteryZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x1.0
NSW1-Rooftop Solar: x6.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x6.0
QLD1-Black Coal: x0.0
QLD1-Gas: x1.0
QLD1-Rooftop Solar: x6.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x6.0
SA1-Gas: x1.0
SA1-Rooftop Solar: x6.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x6.0
TAS1-Gas: x1.0
TAS1-Wind: x6.0
TAS1-Battery: x6.0
VIC1-Gas: x1.0
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x6.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x6.0",2146.166,72.606,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 12751.0
Hydro: 12808.0
Rooftop Solar: 94146.27
Solar: 92862.0
Wind: 96048.0",282769.033,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
8.1_6xVre&BatteryZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.75
NSW1-Rooftop Solar: x6.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x6.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.75
QLD1-Rooftop Solar: x6.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x6.0
SA1-Gas: x0.75
SA1-Rooftop Solar: x6.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x6.0
TAS1-Gas: x0.75
TAS1-Wind: x6.0
TAS1-Battery: x6.0
VIC1-Gas: x0.75
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x6.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x6.0",1738.354,72.606,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 9563.25
Hydro: 12808.0
Rooftop Solar: 94146.27
Solar: 92862.0
Wind: 96048.0",282441.633,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
8.2_6xVre&BatteryZeroCoal,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.5
NSW1-Rooftop Solar: x6.0
NSW1-Solar: x6.0
NSW1-Wind: x6.0
NSW1-Battery: x6.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.5
QLD1-Rooftop Solar: x6.0
QLD1-Solar: x6.0
QLD1-Wind: x6.0
QLD1-Battery: x6.0
SA1-Gas: x0.5
SA1-Rooftop Solar: x6.0
SA1-Solar: x6.0
SA1-Wind: x6.0
SA1-Battery: x6.0
TAS1-Gas: x0.5
TAS1-Wind: x6.0
TAS1-Battery: x6.0
VIC1-Gas: x0.5
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x6.0
VIC1-Solar: x6.0
VIC1-Wind: x6.0
VIC1-Battery: x6.0",1312.534,72.606,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 6375.5
Hydro: 12808.0
Rooftop Solar: 94146.27
Solar: 92862.0
Wind: 96048.0",282122.215,20.466,"NSW1: 9.035
QLD1: 0.947
SA1: 0.0
TAS1: 0.0
VIC1: 10.484"
8.3_VreCurtailReview,"NSW1-Black Coal: x0.0
NSW1-Gas: x0.5
NSW1-Rooftop Solar: x3.0
NSW1-Solar: x3.0
NSW1-Wind: x6.0
NSW1-Battery: x8.0
QLD1-Black Coal: x0.0
QLD1-Gas: x0.5
QLD1-Rooftop Solar: x3.0
QLD1-Solar: x3.0
QLD1-Wind: x6.0
QLD1-Battery: x6.0
SA1-Gas: x0.5
SA1-Rooftop Solar: x2.0
SA1-Solar: x3.0
SA1-Wind: x2.0
SA1-Battery: x6.0
TAS1-Gas: x0.5
TAS1-Rooftop Solar: x3.0
TAS1-Wind: x5.0
TAS1-Battery: x8.0
VIC1-Gas: x0.5
VIC1-Brown Coal: x0.0
VIC1-Rooftop Solar: x4.0
VIC1-Solar: x4.0
VIC1-Wind: x4.0
VIC1-Battery: x8.0",1877.147,87.204,"Black Coal: 0.0
Brown Coal: 0.0
Diesel: 1110.0
Gas: 6375.5
Hydro: 12808.0
Rooftop Solar: 49482.92
Solar: 48465.0
Wind: 72321.0",89009.448,0.0,"NSW1: 0.0
QLD1: 0.0
SA1: 0.0
TAS1: 0.0
VIC1: 0.0"
